1.267812500000000000e+02,6.777408621281151915e-03
1.286406250000000000e+02,1.060502200182814611e-03
1.311875000000000000e+02,6.444962909918282475e-03
1.334375000000000000e+02,7.181183453848433498e-04
1.357500000000000000e+02,1.019855493550879920e-03
1.380468750000000000e+02,8.200119581344327349e-03
1.402968750000000000e+02,8.823919222539041611e-04
1.425468750000000000e+02,6.801292426701856155e-04
1.448750000000000000e+02,6.295909873014580039e-04
1.471562500000000000e+02,5.838951909868894631e-04
1.497187500000000000e+02,6.526682521271262713e-04
1.519687500000000000e+02,6.576816582679452733e-04
1.542812500000000000e+02,6.368812076995408918e-04
1.565625000000000000e+02,6.731516077420494817e-04
1.588281250000000000e+02,5.332996080794121831e-03
1.610937500000000000e+02,6.927512402062993178e-04
1.634062500000000000e+02,8.076528115247603263e-04
1.656875000000000000e+02,1.034890870833237667e-03
1.682343750000000000e+02,1.350180551997700240e-03
1.705000000000000000e+02,5.915681305478037938e-04
1.728125000000000000e+02,7.217451638167371756e-04
1.750937500000000000e+02,6.767752446957141146e-04
1.773593750000000000e+02,6.476541017048218678e-04
1.796093750000000000e+02,6.820388178890445137e-04
1.819218750000000000e+02,5.900501051523640876e-04
1.844843750000000000e+02,6.172582213739061631e-04
1.867500000000000000e+02,5.808513393063676833e-04
1.890156250000000000e+02,6.367936635115834312e-04
1.913281250000000000e+02,8.474913223186776286e-04
1.936093750000000000e+02,7.634618383235663823e-04
1.958593750000000000e+02,6.728007002661397619e-04
1.981406250000000000e+02,6.893761849361388933e-04
2.004375000000000000e+02,6.740408610765220333e-04
2.030000000000000000e+02,1.341140315688120607e-03
2.052656250000000000e+02,3.277430328421598090e-03
2.075468750000000000e+02,1.056957434646999460e-03
2.098593750000000000e+02,1.193311197132873244e-03
2.121093750000000000e+02,2.559079508073336569e-03
2.143750000000000000e+02,7.233988412342494574e-04
2.166718750000000000e+02,7.533337892133963685e-04
2.189843750000000000e+02,6.510531439693019364e-04
2.215312500000000000e+02,7.610071274566363505e-04
2.237812500000000000e+02,6.896269823904126574e-04
2.260781250000000000e+02,6.833877138389158560e-04
2.283906250000000000e+02,6.763463025399465240e-04
2.306406250000000000e+02,1.483928393892890336e-03
2.329062500000000000e+02,6.367754937619243306e-03
2.352031250000000000e+02,1.050743998996925797e-03
2.375156250000000000e+02,6.232472380201331541e-03
2.400468750000000000e+02,6.376586356399768915e-04
2.423125000000000000e+02,7.296357151204593394e-04
2.446093750000000000e+02,7.141092442730544642e-04
2.469062500000000000e+02,6.982951912878721879e-04
2.491718750000000000e+02,7.444274304409819907e-04
2.514375000000000000e+02,1.333927584414024495e-03
2.537187500000000000e+02,1.274224055316047115e-03
2.560468750000000000e+02,6.401035160826237325e-04
2.585781250000000000e+02,6.715752631356567033e-04
2.608281250000000000e+02,7.707150190390875226e-04
2.631406250000000000e+02,6.587082008298944177e-04
2.654375000000000000e+02,9.389770215539019332e-03
2.677031250000000000e+02,6.784963094023756854e-04
2.699687500000000000e+02,9.933316188892359413e-04
2.722812500000000000e+02,6.146499552145441711e-04
2.748750000000000000e+02,6.276421914857856482e-04
2.771250000000000000e+02,6.315281393393763158e-04
2.793750000000000000e+02,6.165906825462438932e-04
2.816875000000000000e+02,5.853322457562676329e-03
2.839843750000000000e+02,9.447607493239964073e-04
2.862343750000000000e+02,5.564445211327761175e-03
2.885000000000000000e+02,7.632027626963009065e-04
2.908125000000000000e+02,8.814384676430138442e-04
2.933906250000000000e+02,1.049663568480327207e-03
2.956562500000000000e+02,1.492715775515992280e-03
2.979218750000000000e+02,4.522244430493425546e-03
3.002343750000000000e+02,1.158230165720403656e-03
3.025156250000000000e+02,5.161744757802108619e-03
3.047812500000000000e+02,1.883317196503430952e-03
3.070312500000000000e+02,1.347701570855049406e-03
3.093437500000000000e+02,8.855816376798113839e-04
3.119062500000000000e+02,9.841528852944571738e-04
3.141875000000000000e+02,8.750428404997497977e-04
3.164531250000000000e+02,7.389953343277722757e-04
3.187500000000000000e+02,7.612521652864197731e-04
3.210312500000000000e+02,8.657907692201422976e-04
3.232968750000000000e+02,1.170555259824061344e-03
3.255625000000000000e+02,8.361517698322174343e-04
3.278750000000000000e+02,9.032956166909221008e-04
3.304375000000000000e+02,1.082394327089066096e-03
3.327031250000000000e+02,1.040165769631395520e-03
3.349843750000000000e+02,9.295233675939243998e-04
3.372812500000000000e+02,8.636108434915180671e-04
3.395468750000000000e+02,8.994211458005905340e-04
3.418125000000000000e+02,1.112144813010127126e-03
3.441093750000000000e+02,9.668014750498658610e-04
3.464062500000000000e+02,8.727879156701165301e-04
3.489531250000000000e+02,1.053577090949378440e-03
3.512343750000000000e+02,8.755356543412813391e-04
3.535000000000000000e+02,9.141360146148941107e-04
3.558125000000000000e+02,8.637358006844975686e-04
