15.53
17.25
17.94
18.97
19.66
21.06
23.13
24.53
24.88
25.91
26.8
28.66
29.38
30.75
32.84
33.88
34.91
36.28
37.34
38.38
40.78
41.16
42.88
44.97
46.69
48.09
50.16
51.19
52.59
53.28
54.31
55
56.72
57.78
58.81
60.91
61.59
63.31
64.03
69.7
70.25
71.97
72.66
74.06
84.81
85.84
86.53
87.56
88.59
89.31
90.34
91.03
91.72
93.13
95.22
97.63
98.34
101.1
104.6
105.3
106.3
107
108.7
109.4
110.1
110.5
111.1
111.5
111.8
112.2
112.6
114.3
114.9
115.5
116.4
117.4
118.9
119.5
120.2
120.5
120.6
121.4
121.9
122.6
123.4
123.5
124.9
125.8
126.8
127
127.3
127.9
128
129.5
130.1
131.4
132.9
133.5
135.6
136.3
136.6
136.8
137.1
137.8
138.6
138.8
139.2
139.4
139.7
140.1
140.3


155.8
156.3
157.5
158.1
158.8
159.6
160.4
161.5
162.5
162.8
163.1
164
164.4
165.5
166.3
168.1
169
169.6
170.3
170.9
171.5
172.5
