1.199039999999999964e+02,2.123440953618954512e-03
1.199680000000000035e+02,7.846180902203316954e-04
1.200319999999999965e+02,4.943347733396399662e-04
1.201280000000000001e+02,5.008556219958388688e-04
1.201599999999999966e+02,1.382588756671566249e-03
1.202560000000000002e+02,5.358939322183867539e-04
1.203199999999999932e+02,5.166638093554165589e-04
1.203840000000000003e+02,5.515476882438540484e-04
1.204479999999999933e+02,4.832900981723564637e-04
1.205439999999999969e+02,1.075452588632354409e-03
1.205759999999999934e+02,7.360081317978020739e-04
1.206719999999999970e+02,4.928519767627459773e-04
1.207360000000000042e+02,4.966455214800529188e-04
1.208319999999999936e+02,4.896012649734776115e-04
1.208640000000000043e+02,4.965709308731367086e-04
1.209599999999999937e+02,4.934489144118494718e-04
1.210240000000000009e+02,4.909911102923383884e-04
1.210879999999999939e+02,5.075121939690679148e-04
1.211520000000000010e+02,4.888006684178875091e-04
1.212480000000000047e+02,5.067118128203111334e-04
1.212800000000000011e+02,5.016456755374574606e-04
1.213760000000000048e+02,8.473463061546885298e-04
1.214399999999999977e+02,9.094446372713838045e-03
1.215040000000000049e+02,4.965237454383422547e-04
1.215679999999999978e+02,5.296347239327808733e-04
1.216320000000000050e+02,5.016918271317920590e-04
1.217279999999999944e+02,4.888055754604630609e-04
1.217600000000000051e+02,4.821783074995031186e-04
1.218559999999999945e+02,4.867503158924425073e-04
1.219200000000000017e+02,5.248494805312902984e-04
1.219839999999999947e+02,4.807639143219149375e-04
1.220480000000000018e+02,4.826195852278377567e-04
1.221440000000000055e+02,4.915967983869898349e-04
1.221760000000000019e+02,4.895206281689783298e-04
1.222720000000000056e+02,4.946881498214595642e-04
1.223359999999999985e+02,4.889826117813028108e-04
1.224000000000000057e+02,5.149912093203225932e-04
1.224639999999999986e+02,4.771638721305602191e-04
1.225280000000000058e+02,4.902267641066310145e-04
1.225919999999999987e+02,4.883644954106426597e-04
1.226560000000000059e+02,4.817175140363680460e-04
1.227519999999999953e+02,4.807053499707210765e-04
1.228160000000000025e+02,4.796844676541933347e-04
1.228799999999999955e+02,4.873363193747604137e-04
1.229440000000000026e+02,4.768505498584811922e-04
1.230400000000000063e+02,4.908329194793261937e-04
1.230720000000000027e+02,4.870602159924607762e-04
1.231680000000000064e+02,4.959942449319870543e-04
1.232319999999999993e+02,5.015516444639211762e-04
1.232960000000000065e+02,5.046663778118253051e-04
1.233599999999999994e+02,6.078462817325724866e-04
1.234560000000000031e+02,7.527416484814645125e-04
1.234879999999999995e+02,5.072287704791764206e-04
1.235840000000000032e+02,4.818185875233380456e-04
1.236479999999999961e+02,4.832698115907764469e-04
1.237120000000000033e+02,4.811786888823738539e-04
1.237759999999999962e+02,4.820664859348123155e-04
1.238400000000000034e+02,4.979641250674222844e-04
1.239360000000000070e+02,4.938254162926378763e-04
1.240000000000000000e+02,4.869482218352852898e-04
1.240639999999999930e+02,4.884810584094962348e-04
1.241280000000000001e+02,4.824700112845967722e-04
1.241919999999999931e+02,4.771061387648378184e-04
1.242560000000000002e+02,4.788442927475394513e-04
1.243520000000000039e+02,4.820693612877870226e-04
1.243840000000000003e+02,4.886729294994622075e-04
1.244800000000000040e+02,4.766687781176368087e-04
1.245439999999999969e+02,4.837150129871829025e-04
1.246400000000000006e+02,4.806040599948440350e-04
1.246719999999999970e+02,4.913958115344554609e-04
1.247680000000000007e+02,4.901818509742625340e-04
1.248319999999999936e+02,4.885885737374646336e-04
1.248960000000000008e+02,5.336932641768657275e-04
1.249599999999999937e+02,4.863251180049297921e-04
1.250559999999999974e+02,5.344674946638084539e-04
1.250879999999999939e+02,5.128482610658775679e-04
1.251839999999999975e+02,4.979252640503289929e-04
1.252480000000000047e+02,4.830907402941573398e-04
1.253119999999999976e+02,4.786578808157954720e-04
